1月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
4月2日,土,84.6,83.4,306.2,92.6,96,671.6,543.1,381.6,233.4,373,251.8,118.9
4月3日,日,63.9,94.1,257.7,66,86.5,671.6,543.1,381.6,233.4,373,251.8,118.9
4月4日,月,77.5,105.3,159.9,50,123.5,519.8,449.8,450.9,315.2,265.4,151.9,83.9
4月5日,火,34.9,21.9,89.5,31.5,60.1,276.3,117,64.8,133,74.4,65,49.4
4月6日,水,87.3,104.1,125.6,80,108.9,837.3,608,459.6,380.6,444.2,388.3,147.5
4月7日,木,396,359,287.4,255.9,225.3,1200.6,2045.7,1042.6,488.8,1044.7,741.6,434.3
4月8日,金,152.8,164.2,104,96,92.3,867.7,195.7,88.8,156.8,233.6,93.5,131.1
4月9日,土,61.5,67,68.2,66.9,51.6,867.7,195.7,88.8,156.8,233.6,93.5,131.1
4月10日,日,118.8,111.7,98.2,61.1,97.8,867.7,195.7,88.8,156.8,233.6,93.5,131.1
4月11日,月,301.6,126,339.6,166.7,171.6,2130.5,853.3,1043.8,598.2,919.4,911.4,433.9
4月12日,火,507.7,287,296.9,220,137,480.8,539.5,706.2,545.3,596.3,388.2,426.8
4月13日,水,149.7,156.5,105.8,104.6,76.9,1490.1,310.5,229.1,261.7,427.8,135.8,183.7
4月14日,木,113,180.9,163.3,153.4,80.9,686.8,560.2,414.2,162.7,540.8,200.9,288.3
4月15日,金,55.8,94.5,177.4,98.1,50.6,616,191.5,368.6,109.9,94.9,128.2,125.4
4月16日,土,50,128.1,117.9,125.9,135.8,616,191.5,368.6,109.9,94.9,128.2,125.4
4月17日,日,36.4,55.6,39.2,51.2,48.2,616,191.5,368.6,109.9,94.9,128.2,125.4
4月18日,月,33,80.3,80.3,38,50.6,30.5,22.7,12.9,10.5,3.7,13.9,6.5
4月19日,火,11.4,20.7,23.5,10.2,16.1,47.8,14,4.6,28.7,22.2,29.6,21
4月20日,水,32.4,11.1,29.1,38,14.8,84.3,56.5,31.2,39.2,12.7,33.3,17.9
4月21日,木,7.4,12.4,23.2,20.7,5.3,29,19.4,10.5,7.4,23.5,2.1,12.6
4月22日,金,40.5,18.8,22.5,17.6,104,43.9,50.1,36,27,67,36.9,49
4月23日,土,45.7,30,26.2,61.1,41,43.9,50.1,36,27,67,36.9,49
4月24日,日,83.7,31.8,87,52.1,40.4,43.9,50.1,36,27,67,36.9,49
4月25日,月,84.9,70,76.2,116.7,93.2,144.8,60.8,132.8,53.4,96.9,23.5,61.1
4月26日,火,26,24.1,48.5,33.4,21.9,37.9,15.1,31.5,12.1,20.7,2.8,16.6
4月27日,水,35.4,22.2,21,16,16,21.3,3.4,11.7,8,6.4,6.5,4.6
4月28日,木,48.1,98.8,91.4,80,27.1,32.4,24.6,9.6,11,9.7,4.6,9
4月29日,金,19.4,5.2,16.7,12.6,24.6,32.4,24.6,9.6,11,9.7,4.6,9
4月30日,土,9.6,10.1,7.1,5.9,13.9,32.4,24.6,9.6,11,9.7,4.6,9
4月合計,,2830.1,2649.8,3566.7,2285.8,2164.3,14712.6,8690.9,7300.2,4659.1,6833.7,4639.8,3488.3
5月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
5月1日,日,10.5,19.1,35.8,8.3,9.8,32.4,24.6,9.6,11,9.7,4.6,9
5月2日,月,20.4,14.5,18.5,7.4,14.5,9.8,7.7,6.8,6.3,5.1,2.7,5.4
5月3日,火,6.5,12.4,8.6,6.1,3.4,9.8,7.7,6.8,6.3,5.1,2.7,5.4
5月4日,水,8.3,12.3,4.9,11.1,5.5,9.8,7.7,6.8,6.3,5.1,2.7,5.4
5月5日,木,12.6,22.8,22.2,15.4,14.8,9.8,7.7,6.8,6.3,5.1,2.7,5.4
5月6日,金,11.4,11.7,18.5,1.2,13.9,22.4,15.6,4.7,3,8.6,1.5,5.5
5月7日,土,1.5,1.2,2.5,10.2,0.9,22.4,15.6,4.7,3,8.6,1.5,5.5
5月8日,日,22.9,25.3,19.7,7.7,14.8,22.4,15.6,4.7,3,8.6,1.5,5.5
5月9日,月,15.1,13.9,12,16.3,9.2,16.6,14.8,11.8,6.8,4,1.2,11.4
5月10日,火,8,9.6,3.1,1.5,3.4,8.3,5.2,1.7,2.5,3.1,1.2,4
5月11日,水,1.2,3,0.3,0.3,0.3,4.3,0.3,0.3,0.3,0,0,0.3
5月12日,木,0,3.4,0.3,0,0.6,0,0.9,0.6,0.3,0.6,0,0
5月13日,金,3.4,7.1,0.9,21.9,0.6,8.5,0.3,5.9,1.2,4.7,0.8,1.6
5月14日,土,3.1,4.3,4.3,4.9,4.9,8.5,0.3,5.9,1.2,4.7,0.8,1.6
5月15日,日,2.5,2.5,4,3.1,0.3,8.5,0.3,5.9,1.2,4.7,0.8,1.6
5月16日,月,1.5,0.6,0.3,13.3,2.5,1.2,0.3,0,0,1.5,0,0.9
5月17日,火,0.9,0.9,1.5,1.8,0.6,0.9,0,0,1.2,0,0,5.2
5月18日,水,0.3,9.2,0.3,2.5,1.5,0.3,0,0,0,0.3,0.3,0
5月19日,木,0.6,2.1,0.3,1.5,0.6,1.2,0,0.9,0.3,1.2,0.3,0.9
5月20日,金,0,1.8,0,0.9,0,3.5,0.1,0.1,0.3,0.1,0.1,0.1
5月21日,土,0.6,0.9,0.9,1.5,1.5,3.5,0.1,0.1,0.3,0.1,0.1,0.1
5月22日,日,2.8,18.6,3.1,3.4,1.2,3.5,0.1,0.1,0.3,0.1,0.1,0.1
5月23日,月,0,3.7,2.8,0.3,0.6,0.6,0.9,0.3,0,0.9,0,0
5月24日,火,0.3,0,0.3,0,0,0.3,0,0,0,0.3,0,0
5月25日,水,0,0,0.3,0,0,0,0,0,0.3,0.3,0,0.6
5月26日,木,0.6,0.3,0,0,0.3,0.3,0.3,0,0,0,0,0.3
5月27日,金,0,0,0.3,0,0.3,0.1,0,0.2,0,0,0,0
5月28日,土,0,5.8,0.6,6.5,0,0.1,0,0.2,0,0,0,0
5月29日,日,0,10.2,3.4,3.4,0.6,0.1,0,0.2,0,0,0,0
5月30日,月,1.2,1.2,2.2,0,0,0.3,0.3,0.2,0.6,0.3,0,2.5
5月31日,火,0.3,0.3,0.9,0,0.6,0,0,-,-,0,0,0.3
5月合計,,136.5,218.7,172.8,150.5,107.2,209.4,126.4,85.3,62,82.8,25.6,78.6
※千代田及び北の測定場所が平成23年から変更になっています。,,,,,,,,,,,,,
※東北地方太平洋沖地震により花粉の観測体制が影響を受け、花粉の観測が遅延しております。青梅は3月11日(金曜日)から3月14日(月曜日)の観測値の合計を按分しています。,,,,,,,,,,,,,
