1月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
4月22日,日,0,0.9,1.8,0.9,1.5,2.6,2.6,1.9,1.2,0.2,0,1.5
4月23日,月,0.6,0.3,0.3,0.9,0,0.3,4.3,0.9,3,0.9,0,0.3
4月24日,火,15.2,42.2,26,23.1,7.1,20,16.7,8.3,49.1,1.8,0,12.3
4月25日,水,15.7,17.9,20.4,12.4,10.8,7.7,13.9,9.4,11.1,7.1,1.8,8.3
4月26日,木,2.4,3.7,3.1,2.1,2.8,1.2,1.1,1.5,1.5,0.3,0,1.2
4月27日,金,2.5,1.5,0.9,0.6,2.5,2.8,8.4,12.2,8.1,1.1,3.9,9.1
4月28日,土,3.4,6.8,15.7,5.6,8.3,2.8,8.4,12.2,8.1,1.1,3.9,9.1
4月29日,日,15.4,11.7,29,21.9,23.7,2.8,8.4,12.2,8.1,1.1,3.9,9.1
4月30日,月,1.2,1.9,2.2,1.2,2.5,2.8,8.4,12.2,8.1,1.1,3.9,9.1
4月合計,,313.4,435.7,461.7,465.7,348,725.6,473.2,435.6,313,217.9,116.2,260.4
5月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
5月1日,火,4.3,5.6,2.4,4.6,0.6,1.9,1.5,2.5,1.8,0.6,0,1.2
5月2日,水,2.5,15.1,14.8,10.2,1.8,0.4,1,1,1.4,0.1,0.5,0.1
5月3日,木,0.9,2.1,8.7,1.5,0,0.4,1,1,1.4,0.1,0.5,0.1
5月4日,金,2.5,4.3,2.8,0.6,0.3,0.4,1,1,1.4,0.1,0.5,0.1
5月5日,土,2.1,2.8,1.5,1.2,1.8,0.4,1,1,1.4,0.1,0.5,0.1
5月6日,日,0,2.5,1.8,3.4,1.2,0.4,1,1,1.4,0.1,0.5,0.1
5月7日,月,0.3,0.6,0.6,0,0,0.6,1.2,0.6,1.5,3.7,0,0.6
5月8日,火,0,0,0,0,0,0.3,0.6,0,0.3,0.3,0,0
5月9日,水,0.9,1.5,0,0.6,4.3,0.3,0,0.3,0.3,0,0,0
5月10日,木,0,0.3,0.9,0.6,0.3,0.3,0.6,0,0.3,0,0,0
5月11日,金,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1
5月12日,土,0.9,0,0,2.1,0,0,0.1,0.1,0.1,0,0,0.1
5月13日,日,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1
5月合計,,14.4,34.8,33.5,24.8,10.3,5.4,9.2,8.7,11.5,5.1,2.5,2.6
