１月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
2月23日,火,105.5,89.3,88.9,80,126.5,164.2,161.3,63.6,54,55.9,38.3,12
2月24日,水,21.1,37,129.6,28.1,47.8,24.4,43.2,47.8,17.9,5.9,14.2,1.2
2月25日,木,24,47.8,70.1,133,36.7,63.3,24.7,24.5,26.5,9.9,9.1,8.3
2月26日,金,37.1,121,54.6,100.6,70.7,91.9,104.1,91.5,50.5,70.3,57.1,35.8
2月27日,土,108.9,97.2,144.1,131.5,103.7,91.9,104.1,91.5,50.5,70.3,57.1,35.8
2月28日,日,108.9,97.2,144.1,131.5,103.7,91.9,104.1,91.5,50.5,70.3,57.1,35.8
2月29日,月,10.2,129.3,61.4,117.3,41.7,956.5,552.8,422.5,272.8,193.2,206.2,113.6
2月合計,,577,736.8,884.5,843.2,758.8,2069.5,1214.6,983.5,643.6,639.2,554.9,311.7
3月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
3月1日,火,10.4,68.5,91.4,0.3,97.8,125.3,46,48.5,32.7,60.2,77.2,16.7
3月2日,水,22,80.2,81.5,0.9,88,99.1,77.8,37.7,33,99.8,28.1,24.4
3月3日,木,134.3,119.8,51.5,120.7,137.3,275.3,152.5,83,34,36.1,46,23.8
3月4日,金,93.5,138,111.4,122.8,155.2,172.2,71.4,93.1,8.3,21,32.3,22.2
3月5日,土,100.6,117.6,103.7,97,142.3,172.2,71.4,93.1,8.3,21,32.3,22.2
3月6日,日,84,22.5,36.1,20.7,61.1,172.2,71.4,93.1,8.3,21,32.3,22.2
3月7日,月,14.2,4.9,2.5,2.5,0.9,18.5,2.5,1.2,1.9,1.9,1.9,0.3
3月8日,火,144.8,167,242,230,282.4,1275.9,454,628.4,463.6,315.1,289.5,231.8
3月9日,水,32.4,74.1,91.7,98.7,135.5,489.5,107.7,106.5,134.5,163.3,195,165.5
3月10日,木,179,123.4,110.8,163.9,157.7,159.3,48.1,119.9,30.2,94.1,73.9,132.4
3月11日,金,89,29,20.5,18.2,14.2,28.3,27.6,15.1,9.7,10,17.1,5.9
3月12日,土,35.6,28.4,19.6,75,36.1,28.3,27.6,15.1,9.7,10,17.1,5.9
3月13日,日,9.9,6.5,4.5,13,7.7,28.3,27.6,15.1,9.7,10,17.1,5.9
3月14日,月,63.3,69.1,30.5,31.5,36.1,221.3,71.9,61.7,55.3,92.6,34,54
3月15日,火,114.5,109.3,137.5,134.9,144.4,731.2,343.8,369.4,323.7,177.6,373.1,97.8
3月16日,水,112.9,118.8,197.2,105.9,113.3,162,118.3,58.7,182.4,88,128.4,77.2
3月17日,木,24.4,27.8,84.3,45.1,21.6,78.1,38.6,31.8,56.5,16.1,6.8,10.2
3月18日,金,37.4,104,136.7,51.5,85.2,174.9,226,199.8,64.7,100.9,69.6,35.9
3月19日,土,84.5,147.5,148.4,116.4,111.7,174.9,226,199.8,64.7,100.9,69.6,35.9
3月20日,日,118.9,244.7,283.4,284.6,200.9,174.9,226,199.8,64.7,100.9,69.6,35.9
3月21日,月,136.1,139.2,121,141,146,174.9,226,199.8,64.7,100.9,69.6,35.9
3月22日,火,132.1,200.4,211.7,148.5,180.5,140.1,63.9,90.8,86.7,103.1,70.9,61.2
3月23日,水,144.1,135.5,122.8,125.6,139.2,169.1,67.3,121.3,81.5,21,43.5,41.1
3月24日,木,54.3,109.3,34.8,66.7,44.4,100.9,33.3,51.9,30.6,40.8,41.3,13.6
3月25日,金,94.1,89.8,103.4,119.4,120.1,52.9,45.7,85.1,34.8,12.9,16.6,8
3月26日,土,38.2,17.5,10.9,9.3,11.2,52.9,45.7,85.1,34.8,12.9,16.6,8
3月27日,日,31.4,20.3,10.2,20.1,10.5,52.9,45.7,85.1,34.8,12.9,16.6,8
3月28日,月,213,209.9,109.2,132.7,90.1,116.1,41.5,75,71.3,22.6,50.6,50.6
3月29日,火,30.3,173.4,107.4,161.8,185.8,104.3,35.2,75.6,37,40.4,52.2,28.4
3月30日,水,286.2,398.1,245.7,154,259.9,727.8,399.7,253.4,125.3,178.3,54.7,47.6
3月31日,木,155.5,132.1,118.8,92.9,84.9,497.6,87.5,91,29.6,13.9,31.8,17.6
3月合計,,2820.9,3426.6,3181.1,2905.6,3302,6951.2,3527.7,3684.9,2227,2100.2,2075.3,1346.1
4月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
4月1日,金,87.3,139.8,81.2,123.8,83.6,109.6,10,18.5,2.4,2.6,3.7,5.1
4月2日,土,6.8,19.4,7.8,9.8,1.8,109.6,10,18.5,2.4,2.6,3.7,5.1
4月3日,日,23.4,6.4,4.6,9,3.1,109.6,10,18.5,2.4,2.6,3.7,5.1
4月4日,月,137.9,102.8,116.7,127.2,128.7,212.7,55.9,17.3,98.8,36.4,0.3,38.2
4月5日,火,31.8,87.7,74.3,64.8,68.8,112.4,70.1,30.2,53.7,12.4,49.4,57.7
4月6日,水,24,38.9,83,19.5,33.9,730.5,102,45.7,57.1,8.1,1.5,31.5
4月7日,木,43.5,106.7,118.9,32.4,26,374.7,71,128.7,188.8,27.5,80.9,52.1
4月8日,金,117.1,274.7,79.6,153.4,127.5,488.7,108.3,116.4,74.4,73.7,32.1,34.5
4月9日,土,101.5,215.1,197.5,160.2,186.4,488.7,108.3,116.4,74.4,73.7,32.1,34.5
4月10日,日,55.9,261.1,225.7,263.2,175.2,488.7,108.3,116.4,74.4,73.7,32.1,34.5
4月11日,月,29.9,126.2,86.8,95.7,196.9,519.2,318.5,229.6,106.1,62.7,53.7,23.3
4月12日,火,14.8,29.3,29,24.1,14.5,26,12.6,20,20.3,10.5,12,11.4
4月13日,水,35.2,11.4,11.5,5.2,9.3,18.8,6.8,1.2,17.6,2.1,1.5,0.6
4月14日,木,34.6,26.8,77.2,24,120.7,322.8,70.1,66.4,40.8,3.7,28.7,31.8
4月15日,金,24.1,27.8,31.5,20,37.7,60.2,7.9,3.8,0.8,0.3,1.7,3.4
4月16日,土,14.2,12,13.6,13.9,15.1,60.2,7.9,3.8,0.8,0.3,1.7,3.4
4月17日,日,8.9,9,4.3,3.1,9.3,60.2,7.9,3.8,0.8,0.3,1.7,3.4
4月18日,月,19.1,13.1,11.7,12,9,31.5,15.4,11.4,11.4,9.5,2.5,6.8
4月19日,火,7.7,4.6,13.3,5.9,10.8,8.9,1.2,8.6,4,0,5.6,4.3
4月20日,水,7.1,9.7,9.3,8.3,2.8,13.9,16.9,11.1,4.3,6.2,4.9,4.3
4月21日,木,4.6,3.4,4.3,3.1,2.4,4.9,2.7,2.2,0.3,1.5,0.3,5.9
4月22日,金,3.4,6.8,5.2,3.4,1.9,8.5,1.1,2.4,0.8,0.7,3.4,0.6
4月23日,土,5.8,7.7,9.6,4.9,4.6,8.5,1.1,2.4,0.8,0.7,3.4,0.6
4月24日,日,0.9,1.8,3.4,0.6,2.8,8.5,1.1,2.4,0.8,0.7,3.4,0.6
4月25日,月,1.2,1.5,3.1,1.2,1.5,2.5,6,0.9,1.2,0.3,0.3,1.2
4月26日,火,4.6,0.9,3.7,2.2,0.3,10.5,4,1.5,0.6,0,1.2,0.9
4月27日,水,0.9,1.5,6.2,1.5,0.3,8.1,2.2,0.9,0,0,1.2,0.3
4月28日,木,2.8,4,2.2,1.5,0.3,8.2,0.2,2.4,3,0.4,4.5,1.1
4月29日,金,2.8,1.5,1.2,2.8,1.8,8.2,0.2,2.4,3,0.4,4.5,1.1
4月30日,土,1.5,6.2,1.2,2.2,1.5,8.2,0.2,2.4,3,0.4,4.5,1.1
4月合計,,853.3,1557.8,1317.6,1198.9,1278.5,4423,1137.9,1006.2,849.2,414,380.2,404.4
5月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
5月1日,日,3.1,0.6,2.8,0.9,1.2,8.2,0.2,2.4,3,0.4,4.5,1.1
5月2日,月,0.3,0.3,0.3,0,1.2,1.2,0.9,0.5,0.2,0.6,0.2,0.2
5月3日,火,3.1,0.6,4.7,1.5,0.6,1.2,0.9,0.5,0.2,0.6,0.2,0.2
5月4日,水,0.6,0.6,2.2,0.6,0.6,1.2,0.9,0.5,0.2,0.6,0.2,0.2
5月5日,木,0.9,0,0.3,0.6,0.9,1.2,0.9,0.5,0.2,0.6,0.2,0.2
5月6日,金,0.3,0,0,0.3,0.6,2.2,0.3,0.5,0.3,0.2,0.4,0
5月7日,土,0,0.3,0,0.6,0.6,2.2,0.3,0.5,0.3,0.2,0.4,0
5月8日,日,0,0,0.3,0.3,0,2.2,0.3,0.5,0.3,0.2,0.4,0
5月9日,月,0,0,0,0,0.3,1.9,2.5,0,0,0.3,0.6,0
5月10日,火,0,0,0,0,0,0,1.7,0,0,0,0,0
5月11日,水,0,0,0.6,0,0,0.3,3.1,0,0,0,0,0
5月合計,,8.3,2.4,11.2,4.8,6,21.8,12,5.9,4.7,3.7,7.1,1.9
