１月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
2月14日,水,3.1,1.9,3.7,2.5,3.7,0.9,2.2,2.8,3.7,1.9,2.3,1.2
2月15日,木,1.9,1.2,1.7,0.6,3.7,4.3,1.2,2.8,0.3,0.3,1.5,0.3
2月16日,金,3.7,2.2,6.2,3.7,8.1,4.8,4.4,2.5,1.2,1.3,0.4,0.2
2月17日,土,1.9,0.9,3.1,1.2,3.7,4.8,4.4,2.5,1.2,1.3,0.4,0.2
2月18日,日,1.2,0,0.6,0,1,4.8,4.4,2.5,1.2,1.3,0.4,0.2
2月19日,月,3.1,8.6,6.8,9.9,14.4,5.2,4.9,5.2,0.9,1.2,1.5,1.5
2月20日,火,17.6,8.6,23.8,13,32,20.4,9.4,9,3.4,2.8,6.2,11.7
2月21日,水,5.2,6.8,9,4.3,12.7,4.9,3.1,8.3,4.9,1.5,6.6,1.9
2月22日,木,0.6,1.5,0.3,0,2.2,0,0.9,0.3,0.6,0,0.3,0
2月23日,金,0.6,3.1,1.5,0.6,12.3,59.2,35.3,34.7,17.5,8.1,11.1,7.3
2月24日,土,99.1,71.6,103.4,21.6,131.2,59.2,35.3,34.7,17.5,8.1,11.1,7.3
2月25日,日,85.2,115.1,107.4,102.8,130.6,59.2,35.3,34.7,17.5,8.1,11.1,7.3
2月26日,月,49.1,49.4,15.4,32.1,100.9,14.2,7.1,17.6,8.6,7.1,4,4.5
2月27日,火,150.6,144.4,111.4,104.6,166.7,123.5,28.4,89.8,20.1,50.9,41,50.9
2月28日,水,43.5,14.8,330.2,45.7,7.4,12,0,37.3,21.9,53.7,89.8,3.4
2月合計,,468.8,432.5,728.1,344.7,633.3,379.1,179.2,288.9,124.6,150.4,190.4,100.2
３月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
3月1日,木,217,233.6,196,196,276.2,239.5,281.3,466.7,33,199.4,139.8,96.1
3月2日,金,158,188.3,278.8,114.2,236.4,355.6,197.8,514.6,48.8,214.4,42,209.4
3月3日,土,210.8,222.2,335.5,150,233.6,355.6,197.8,514.6,48.8,214.4,42,209.4
3月4日,日,252.8,156.5,172.5,210.2,272.5,355.6,197.8,514.6,48.8,214.4,42,209.4
3月5日,月,30.2,122.5,292.6,130,39.8,2048.5,420.1,331.2,131.2,281.5,97.2,33.6
3月6日,火,298.8,332.4,25,330.2,274.7,870.1,241.4,333.3,114.8,168.2,248.5,33.3
3月7日,水,27.2,14.8,172.8,35.2,54.3,52.5,28.1,12.3,29,13,9.9,1.5
3月8日,木,12.7,2.8,63.3,5.9,4.6,52.2,9.4,8.3,2.8,0.3,5.2,2.8
3月9日,金,105.9,196.9,253.8,193.5,157.7,1116.7,456,429.9,181.6,275.9,345,135.5
3月10日,土,291.6,265.1,488.6,334.6,275.6,1116.7,456,429.9,181.6,275.9,345,135.5
3月11日,日,264.5,313.6,287.4,280.9,265.1,1116.7,456,429.9,181.6,275.9,345,135.5
3月12日,月,283.6,246.6,354.3,299.4,252.1,727.2,261.7,337.7,308,328.4,306.2,101.1
3月13日,火,433,347.2,438.3,410.2,366.9,676.2,545.4,275.3,129,286.4,478.4,194.3
3月14日,水,244.1,283.7,272.5,240.5,350,650.9,373.4,218.2,267.9,266.6,296.6,78.2
3月15日,木,164.5,208,299.1,353.7,278.7,1334.9,256.2,702.8,242.3,298.4,493.8,72.8
3月16日,金,252.4,303.4,333.4,326.2,302.4,1320.6,332.9,214.6,182.3,294.7,161.9,111
3月17日,土,123.1,232.4,81.8,146.6,156.5,1320.6,332.9,214.6,182.3,294.7,161.9,111
3月18日,日,170.4,141.7,166.1,152.8,164.2,1320.6,332.9,214.6,182.3,294.7,161.9,111
3月19日,月,77.5,99.7,72.3,49.3,54.9,12.7,67.6,46.9,37.9,38.9,14.2,44.4
3月20日,火,93.9,224.1,296.3,313.5,233.7,42.6,8.7,38.3,5.9,72.1,5.9,18.2
3月21日,水,69.1,16.4,63.9,67.2,14.5,42.6,8.7,38.3,5.9,72.1,5.9,18.2
3月22日,木,80.9,80.9,193.5,109.2,154.7,356.1,285.8,99.4,161.7,111.4,109.8,61.1
3月23日,金,192,226.2,269.2,357.7,223.4,471.6,449,238.9,142.1,124.1,310.8,178
3月24日,土,43.2,79.4,148.2,121,168.8,471.6,449,238.9,142.1,124.1,310.8,178
3月25日,日,311.1,305.6,395.1,471.6,304.3,471.6,449,238.9,142.1,124.1,310.8,178
3月26日,月,343.2,477.2,609.7,613.4,610.8,786.1,599.7,466.1,340.4,427.8,416.3,401.1
3月27日,火,530.2,426,479.9,397.2,322.6,4309.9,348.5,319.8,247.8,390.7,275,151.2
3月28日,水,453,482.4,468.8,508.9,432.4,2523.4,918.8,867.9,812.4,669.2,534.3,329
3月29日,木,649.4,942,709,675.9,980.2,2814.5,4446.9,1746,865.5,1272.2,242.3,607.6
3月30日,金,589.8,503.4,642.9,472.6,747.8,236.2,669.1,410.9,356.9,393.7,226.7,271.4
3月31日,土,519.8,614.5,480.6,432.4,464,236.2,669.1,410.9,356.9,393.7,226.7,271.4
3月合計,,7493.7,8289.5,9341.2,8500,8673.4,27805.8,14747,11324.3,6113.7,8411.3,6711.8,4689
4月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
4月1日,日,439.2,396.9,541.1,303.1,462.3,236.2,669.1,410.9,356.9,393.7,226.7,271.4
4月2日,月,173.7,346.9,530.2,55.8,75.6,190.8,131.8,64.8,111.4,67,50.3,26.6
4月3日,火,628.4,595,840.7,334.8,657.4,846.6,1095.3,267.2,371,421,77.5,56.5
4月4日,水,844.7,805.9,584.9,379.9,602.1,574.6,1173.6,1295.1,328.1,766.6,559,242.9
4月5日,木,333.3,252.8,415.5,330.9,328.6,165.2,166.1,83.6,194.7,31.4,169,75
4月6日,金,203.7,145.7,322.5,279.4,38.9,106.6,100.4,101.4,82.7,39.2,78.4,70.7
4月7日,土,158,112.6,336.5,280.9,113.9,106.6,100.4,101.4,82.7,39.2,78.4,70.7
4月8日,日,36.7,90.1,218.2,123.8,136.7,106.6,100.4,101.4,82.7,39.2,78.4,70.7
4月9日,月,22.2,16,44.7,138.9,21,103.7,43.8,41.1,78.4,19.8,87.7,18.2
4月10日,火,247.9,9.3,25.6,24.7,15.7,59.3,19.6,12.9,35.1,3.7,12.9,28.8
4月11日,水,90.4,10.5,23.4,57.1,19.8,19.5,50.2,12.6,25.9,16,59.9,98.5
4月12日,木,63,254.9,119.1,169.7,90.7,111.7,115,16.1,101.3,56.8,27.4,22.1
4月13日,金,44.5,48.2,110.2,75.3,2.1,59.7,38.3,4.5,3.3,13.5,4.6,4.7
4月14日,土,3.1,6.5,203.4,97.2,6.2,59.7,38.3,4.5,3.3,13.5,4.6,4.7
4月15日,日,11.8,5.9,9.6,9.3,11.5,59.7,38.3,4.5,3.3,13.5,4.6,4.7
4月16日,月,2.5,9,17.3,12.7,6.2,10.5,14.8,5.5,10.2,7.1,7.7,11.7
4月17日,火,22.2,4.9,10.1,46.9,4.3,12.6,2.5,0.9,8.6,1.5,1.2,2.8
4月18日,水,5.9,1.8,21.3,6.8,1.9,2.8,4,1.9,1.9,1.5,0.3,2.2
4月19日,木,42.3,12.3,10.8,7.7,53.1,15.8,9.7,4.9,2.5,1.9,0,4.6
4月20日,金,37.7,61.8,59,48.5,31.7,15.6,29.7,10.6,0.5,15.3,1.4,12.2
4月21日,土,19.8,17.2,18.5,27.8,8.3,15.6,29.7,10.6,0.5,15.3,1.4,12.2
4月22日,日,8,8.3,8.6,11.4,17.3,15.6,29.7,10.6,0.5,15.3,1.4,12.2
4月23日,月,3.1,1.5,3.7,4,1.2,0.6,1.7,2.8,0.6,0.9,2.2,2.9
4月24日,火,11.7,9.8,16.4,4.9,7.4,1.5,6.3,0.9,1.8,6.2,3.7,1.9
4月25日,水,0.6,0,6.8,0.9,0.3,0.6,4.3,3.4,0,0,0,0.9
4月26日,木,3.7,1.9,4.9,6.2,4.9,1.5,4.8,2.5,1.2,0.3,3.7,2.8
4月27日,金,0.9,1.2,0.9,4,1.2,1.4,2.2,0.9,1.2,0.2,1.1,2
4月28日,土,0.3,0.6,1.9,0.6,0.6,1.4,2.2,0.9,1.2,0.2,1.1,2
4月29日,日,0.6,0.3,0.6,0.9,0.9,1.4,2.2,0.9,1.2,0.2,1.1,2
4月30日,月,0.3,1.2,0.6,0.9,0.9,1.4,2.2,0.9,1.2,0.2,1.1,2
4月合計,,3460.2,3229,4507,2845,2722.7,2904.8,4026.6,2580.2,1893.9,2000.2,1546.8,1140.6
5月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
5月1日,火,1.5,0.9,0.6,0.9,2.2,1.2,0.6,1.2,0.3,0,2.5,0.6
5月2日,水,1.8,0.3,42.6,8.3,0.6,0.7,1.4,0.3,0.4,0.2,0.4,0.6
5月3日,木,0.3,0.6,0.3,0.9,0.6,0.7,1.4,0.3,0.4,0.2,0.4,0.6
5月4日,金,0.3,0.3,0.3,0.9,0.3,0.7,1.4,0.3,0.4,0.2,0.4,0.6
5月5日,土,0,0.3,0.3,0.6,0.3,0.7,1.4,0.3,0.4,0.2,0.4,0.6
5月6日,日,0.6,0,0.6,1.2,0.3,0.7,1.4,0.3,0.4,0.2,0.4,0.6
5月7日,月,0.3,5.2,0,1.9,1.9,0,0,0,0,2.8,0,0
5月8日,火,9.2,0,2.4,1.8,0,0,0,0,0.6,3.1,0,0
5月9日,水,4.7,0,5.5,0,0,0,0.6,0.3,0.3,0,0,0
5月10日,木,0,0,0,0,0.9,0,0,0,0,0,0,0
5月11日,金,0,0,1.5,0,0.3,0.1,0,0,0.1,0,0,0.1
5月12日,土,0.3,0,0.3,7.8,8,0.1,0,0,0.1,0,0,0.1
5月13日,日,25.6,6.5,0.3,0,6.8,0.1,0,0,0.1,0,0,0.1
5月合計,,44.6,14.1,54.7,24.3,22.2,5,8.2,3,3.5,6.9,4.5,3.9
