1月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
2月1日,金,0,0,0,0,0,0.3,0.4,0.4,0.2,0,0,0
2月2日,土,0.6,0,0,0.3,0.3,0.3,0.4,0.4,0.2,0,0,0
2月3日,日,0.9,0,0.9,0,0.3,0.3,0.4,0.4,0.2,0,0,0
2月4日,月,1.9,1.2,0.6,1.5,1.9,0.6,0.6,5.6,0,0.6,0.3,0
2月5日,火,0.9,0.3,0,0,0.3,0,0.3,0,0.3,0,0.3,0
2月6日,水,0,0.3,0,0,0,0,0,0,0,0,0,0
2月7日,木,0,0,0,0,0,0.8,2.3,4.6,5.6,0.6,0.3,2.8
2月8日,金,0.6,0.6,0,0,0,0.8,0.9,0.3,1.8,0.4,0.3,0.2
2月9日,土,0.9,0.9,0,0.9,0,0.8,0.9,0.3,1.8,0.4,0.3,0.2
2月10日,日,0.3,0.3,0.9,0,1.5,0.8,0.9,0.3,1.8,0.4,0.3,0.2
2月11日,月,0.9,0.3,0,0.3,0.9,0.8,0.9,0.3,1.8,0.4,0.3,0.2
2月12日,火,1.2,1.9,0.3,0.6,0.3,1.2,1.5,0.9,1.2,0.3,0.6,0.3
2月13日,水,0.9,0,0.3,0,0,4.6,4,2.2,3.1,0.9,0,0.6
2月14日,木,2.5,6.8,2.5,8,8.3,10.3,14.2,12.3,19.8,3.1,1.9,2.8
2月15日,金,1.5,2.5,1.5,1.2,1.9,4.8,7,6.8,7.9,3.1,1.1,3
2月16日,土,0.9,0.6,1.2,2.5,1.5,4.8,7,6.8,7.9,3.1,1.1,3
2月17日,日,4,1.2,3.1,3.7,2.5,4.8,7,6.8,7.9,3.1,1.1,3
2月18日,月,6.2,4.6,7.4,0.9,0.6,21.3,12.8,16,3.1,12.7,1.5,4.3
2月19日,火,2.8,0.9,0.9,0,0.6,9,2.3,2.8,3.4,5.2,3.4,2.2
2月20日,水,0.9,1.2,5.2,7.7,7.1,12.3,9.3,10.8,4.9,3.4,1.2,4
2月21日,木,1.9,0.6,2.2,1.2,2.2,12.3,15,14.8,18.2,11.7,4.9,5.2
2月22日,金,13.3,13.9,6.2,12.7,22.5,37.1,46.9,30.9,45.7,27,20.2,8.5
2月23日,土,7.1,3.7,5.9,2.8,4,37.1,46.9,30.9,45.7,27,20.2,8.5
2月24日,日,2.8,1.2,2.2,2.5,2.5,37.1,46.9,30.9,45.7,27,20.2,8.5
2月25日,月,6.5,1.2,2.8,3.7,4,34.7,13.7,10.2,13.9,5.6,11.4,4
2月26日,火,1.9,12.7,9.6,4.3,3.4,70.4,48.6,14.5,23.1,37.3,10.8,6.5
2月27日,水,2.2,0.9,7.4,2.8,4,16.4,8.2,7.7,8.3,8.3,9.6,21.9
2月28日,木,26.9,20.7,33,38.1,21.6,101.5,194.3,186.7,196,143.2,122.5,92.3
2月合計,,90.5,78.5,94.1,95.7,92.2,425.2,493.6,404.6,469.5,324.8,233.8,182.2
３月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
3月1日,金,199.1,204.6,175,165.1,140.4,684,446.1,527.7,125,317.1,87.4,57.6
3月2日,土,123.5,48.8,131.2,93.8,101.9,684,446.1,527.7,125,317.1,87.4,57.6
3月3日,日,13.9,16,10.8,9.9,34.9,684,446.1,527.7,125,317.1,87.4,57.6
3月4日,月,33,48.1,24.7,35.5,50.6,30.6,32.3,37,15.1,6.8,11.7,21.9
3月5日,火,38,26.9,22,30,26.5,88.6,114.8,73.9,126.5,79.3,88.3,42
3月6日,水,113.3,117.3,43.8,69.8,215.4,1031.5,816.8,503.7,310.2,292.3,198.1,132.1
3月7日,木,114.2,164.8,260.2,94.8,185.8,938.3,1484.1,1076.2,366,367.9,311.4,231.2
3月8日,金,686.1,568.5,334,365.1,317,3284,1982.4,1649.4,1903.3,1253.5,496.9,693.2
3月9日,土,188.9,171.9,185.2,170.7,168.2,3284,1982.4,1649.4,1903.3,1253.5,496.9,693.2
3月10日,日,506.8,248.8,301.2,302.7,293.8,3284,1982.4,1649.4,1903.3,1253.5,496.9,693.2
3月11日,月,88,148.1,125.5,102.2,67.9,371.6,343.2,249.1,170.1,311.1,160.8,145.9
3月12日,火,170,108,254.3,137.6,137,273.1,295.7,606.1,425,298.8,254.6,163.6
3月13日,水,359.9,233.3,420.1,259.3,119.1,1185.2,805.9,666.3,346.6,244.1,460.5,136.1
3月14日,木,328.4,484.6,350,495.1,332.4,599.4,602,696.6,550.9,731.2,243.2,339.2
3月15日,金,79.3,34.5,46.3,65.1,87.9,262,310.3,307.7,199.6,203.3,141.5,132.7
3月16日,土,116.6,76.6,105,128.4,132.1,262,310.3,307.7,199.6,203.3,141.5,132.7
3月17日,日,61.1,97.6,82.4,84,38.6,262,310.3,307.7,199.6,203.3,141.5,132.7
3月18日,月,157.7,71.3,114.6,565.5,34,231.8,45.4,58.4,92.3,58.3,40.4,17.6
3月19日,火,318.6,394.3,324.1,113,245.7,972.4,682.1,817,261.2,201,307.3,161.4
3月20日,水,597.9,376.5,381.5,205.3,364.8,972.4,682.1,817,261.2,201,307.3,161.4
3月21日,木,121.3,254.9,47.6,172.2,95.6,66.1,321.9,260.5,99.1,178.1,116.7,60.8
3月22日,金,96.3,118.5,83.6,119.5,32.7,48.7,314,240.9,150.8,95.6,54.4,91.7
3月23日,土,124.1,130.5,55,128.1,63.3,48.7,314,240.9,150.8,95.6,54.4,91.7
3月24日,日,146.6,182.4,101.5,121,80.6,48.7,314,240.9,150.8,95.6,54.4,91.7
3月25日,月,98.8,102.9,119.1,84.9,20.7,59.6,240.4,127.4,67.9,41.1,91.1,46.6
3月26日,火,41.1,66.4,27.7,57.4,33.3,89.8,108.1,56.5,65.1,38.3,43.8,32.7
3月27日,水,4,4.9,7.7,5.3,2.7,3.7,20.7,2.9,5.5,2.1,3.4,3
3月28日,木,76.8,64.2,119.8,103.7,129.4,666.5,122,75.3,84.9,37.9,37.3,15.1
3月29日,金,196.6,106.5,202.5,404.5,79.6,437.4,188.2,221.9,182.3,85.7,174,110.2
3月30日,土,15.2,62.4,43.9,,22.5,437.4,188.2,221.9,182.3,85.7,174,110.2
3月31日,日,9.3,2.1,8.3,9.8,6.8,437.4,188.2,221.9,182.3,85.7,174,110.2
3月合計,,5224.4,4736.2,4508.6,4699.3,3661.2,21728.9,16440.5,14966.7,10930.6,8954.9,5538.5,4966.8
4月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
4月1日,月,8,11.1,18.2,7.4,22.6,73.5,5.6,19.4,26.3,17.3,11.7,15.1
4月2日,火,17.9,7.4,172.8,19.2,28.7,4.9,3.4,5.6,8.4,0.9,2.8,0.9
4月3日,水,124.1,26.6,61.4,23.7,58.1,266.9,116.4,92.9,137.1,142.9,76.8,4.4
4月4日,木,10.5,8.3,9,20.4,2.5,58.5,15,79.4,72.2,49.7,24.7,31.5
4月5日,金,39.2,20.4,125.9,57.1,33.4,110.6,72.5,59.2,65.7,69.5,48,14.4
4月6日,土,59.2,40.1,29.9,26.6,14.5,110.6,72.5,59.2,65.7,69.5,48,14.4
4月7日,日,109,143.8,192,89.2,121.6,110.6,72.5,59.2,65.7,69.5,48,14.4
4月8日,月,91.6,96.6,93.2,70.1,149.7,79.7,73.5,15.4,65.4,88.3,121.9,55.5
4月9日,火,21.9,34,30.8,17.6,39.9,70.5,84.3,156.2,52.8,46,20.4,33.7
4月10日,水,11.7,13.9,2.8,18.2,16.4,39.8,21.8,26.3,18.2,9.9,0,18.5
4月11日,木,5.5,3.7,4.6,6.5,11.1,10.2,7.3,1.8,1.5,9,33.3,1.2
4月12日,金,10.5,5.2,6.5,8.3,8.3,25.3,7.3,16.8,38.4,18.7,4,5.7
4月13日,土,4.6,6.7,5.2,9,5.2,25.3,7.3,16.8,38.4,18.7,4,5.7
4月14日,日,20.7,20,18.8,13.8,8.3,25.3,7.3,16.8,38.4,18.7,4,5.7
4月15日,月,72.5,87,76.2,72.6,78.7,33.6,12.6,3.4,46.3,21.3,9.5,26.5
4月16日,火,42.6,28.4,9.9,28,8.1,14,2.8,33.6,6.5,19.1,1.2,33.6
4月17日,水,7.4,6.5,6.2,6.2,0.9,32.7,4.6,14.5,10.8,9.9,0.3,7.4
4月18日,木,16.6,14.2,12,12,4.9,12,20.7,42.3,15.4,15.7,4.9,1.9
4月19日,金,5.2,0.6,2.8,8.4,5.9,19.7,8.2,7.8,6,3.2,2.3,1
4月20日,土,4,5.3,6.2,4,0.9,19.7,8.2,7.8,6,3.2,2.3,1
4月21日,日,0.9,6.2,1.8,0.3,1.5,19.7,8.2,7.8,6,3.2,2.3,1
4月22日,月,1.8,1.5,1.2,4,8.6,4.6,3.6,1.5,2.2,3.7,0,1.5
4月23日,火,2.8,3.7,0.9,1.8,1.2,4.8,4.4,4,1.9,0.9,0.6,0.3
4月24日,水,14.2,7.1,9.2,7.1,27.7,0.6,6.3,1.2,3.4,0.6,1.2,0.3
4月25日,木,4.3,4,0.6,1.9,0.9,3.4,2.9,4,2.8,3.4,1.2,0.3
4月26日,金,5.2,2.2,6.1,7.4,4.9,7.4,4.2,5.6,5,3.3,1.2,5
4月27日,土,2.5,6.1,4.6,5.9,5.2,7.4,4.2,5.6,5,3.3,1.2,5
4月28日,日,2.1,0.9,0.6,0.3,0.9,7.4,4.2,5.6,5,3.3,1.2,5
4月29日,月,1.2,2.8,3.7,1.5,1.2,7.4,4.2,5.6,5,3.3,1.2,5
4月30日,火,2.5,3.1,2.2,4.3,1.2,1.2,0.6,4.6,2.8,2.2,0.6,0
4月合計,,720.2,617.4,915.3,552.8,673,1207.3,666.6,779.9,824.3,728.2,478.8,315.9
5月のスギ・ヒノキ花粉の観測値（単位：個/cm2）,,,,,,,,,,,,,
日付,曜日,千代田,葛飾,杉並,北,大田,青梅,八王子,多摩,町田,立川,府中,小平
5月1日,水,1.5,3.4,0.6,2.2,0.6,2.8,1.8,0,0.6,3.1,4.9,4.7
5月2日,木,1.9,2.8,2.1,3.1,1.8,3,6.9,8.5,5,0.8,3.9,0.3
5月3日,金,0.6,3.4,1.2,0.3,1.2,3,6.9,8.5,5,0.8,3.9,0.3
5月4日,土,2.2,0.9,1.8,0,1.5,3,6.9,8.5,5,0.8,3.9,0.3
5月5日,日,4.3,5.2,4.6,1.2,0.9,3,6.9,8.5,5,0.8,3.9,0.3
5月6日,月,13.6,21.9,31.8,5.2,4.9,3,6.9,8.5,5,0.8,3.9,0.3
5月7日,火,6.4,6.4,6.8,1.8,2.5,2.3,9.7,17.3,3.4,4.6,0.3,7.4
5月8日,水,0.3,1.8,0.9,0.9,1.5,4,0.6,3.1,0.3,0.3,0.6,0.6
5月9日,木,2.5,0.6,0.9,0.3,0,2.2,1.5,2.2,3.4,0.3,1.2,0.9
5月10日,金,0.3,0.6,0.3,0.9,0,1.2,1.9,0.2,0.5,0.3,0.7,0.3
5月11日,土,0.3,0,0,0,1.2,1.2,1.9,0.2,0.5,0.3,0.7,0.3
5月12日,日,0,0,0,0.3,0.6,1.2,1.9,0.2,0.5,0.3,0.7,0.3
5月合計,,33.9,47,51,16.2,16.7,29.9,53.8,65.7,34.2,13.2,28.6,16
